,index,time,players,viewers,event,%chg_players,%chg_viewers
283,849,2016-05-05,42838.0,4761.0,0.0,-0.07212788078322652,-0.0901968278234282
284,850,2016-05-06,39344.0,17825.0,0.0,-0.08156309818385543,2.743961352657005
285,851,2016-05-07,40709.0,10431.0,0.0,0.03469398129320855,-0.4148106591865358
286,852,2016-05-08,41607.0,10111.0,0.0,0.02205900415141615,-0.030677787364586373
287,853,2016-05-09,37988.0,7319.0,0.0,-0.08698055615641598,-0.2761349025813471
288,854,2016-05-10,42957.0,5088.0,0.0,0.13080446456775818,-0.3048230632600082
289,855,2016-05-11,42731.0,4137.0,0.0,-0.005261075028516915,-0.1869103773584906
290,856,2016-05-12,43387.0,9550.0,0.0,0.015351852285226286,1.3084360647812425
291,857,2016-05-13,44945.0,9138.0,0.0,0.03590937377555492,-0.04314136125654455
292,858,2016-05-14,45410.0,12038.0,0.0,0.010345978418066615,0.3173560954256949
293,859,2016-05-15,48806.0,10349.0,0.0,0.07478528958379216,-0.14030569862103337
294,860,2016-05-16,43795.0,3639.0,0.0,-0.10267180264721554,-0.6483718233645763
295,861,2016-05-17,44225.0,6118.0,0.0,0.009818472428359426,0.6812311074471009
296,862,2016-05-18,41386.0,4740.0,0.0,-0.06419446014697572,-0.2252370055573717
297,863,2016-05-19,43698.0,9276.0,0.0,0.0558643019378533,0.9569620253164557
298,864,2016-05-20,45198.0,15140.0,0.0,0.03432651379925855,0.6321690383786114
299,865,2016-05-21,42889.0,23064.0,0.0,-0.051086331253595296,0.5233817701453105
300,866,2016-05-22,47989.0,17004.0,0.0,0.11891160903728237,-0.26274713839750263
301,867,2016-05-23,45241.0,9582.0,0.0,-0.05726312279897472,-0.43648553281580804
302,868,2016-05-24,39170.0,3429.0,0.0,-0.1341924360646316,-0.6421415153412648
303,869,2016-05-25,39944.0,2230.0,0.0,0.019760020423793767,-0.3496646252551764
304,870,2016-05-26,39294.0,7050.0,0.0,-0.016272781894652533,2.1614349775784754
305,871,2016-05-27,40827.0,7659.0,0.0,0.039013589861047526,0.08638297872340428
306,872,2016-05-28,38520.0,13209.0,0.0,-0.056506723491806854,0.7246376811594204
307,873,2016-05-29,42003.0,6522.0,0.0,0.09042056074766358,-0.5062457415398591
308,874,2016-05-30,41890.0,9688.0,0.0,-0.002690284027331402,0.4854339159766943
309,875,2016-05-31,39283.0,6049.0,0.0,-0.062234423490093116,-0.3756193228736582
310,876,2016-06-01,38199.0,3336.0,0.0,-0.027594633811063307,-0.4485038849396594
311,877,2016-06-02,38501.0,9657.0,0.0,0.007905966124767572,1.8947841726618706
312,878,2016-06-03,39608.0,8829.0,0.0,0.028752499935066567,-0.0857409133271202
313,879,2016-06-04,38979.0,4131.0,0.0,-0.015880630175722055,-0.5321100917431192
